Nawisko aktualne,Liczba
SPOCHACZ,91
STASIEROWSKI,91
STEFFEN,91
STĘPNOWSKI,91
STOYANOV,91
STROPA,91
STRUKOWSKI,91
STRZYS,91
SUBZDA,91
SUL,91
SURYNT,91
SZACIŁO,91
SZALC,91
SZAŁAJSKI,91
SZANTER,91
SZARAŃSKI,91
SZCZUKO,91
SZLANTA,91
SZNAZA,91
SZNIGIR,91
SZTAMA,91
SZUBRYCHT,91
SZULDA,91
SZUŁAKIEWICZ,91
SZURMIŃSKI,91
SZYMLEK,91
ŚCIGOCKI,91
ŚMIAŁKO,91
ŚWIEŻEWSKI,91
TADEJA,91
TĄPOROWSKI,91
TIUTIUNNYK,91
TOŁYŻ,91
TOMTAS,91
TOPCZYŃSKI,91
TRAMOWSKI,91
TREPPA,91
TRYJANOWSKI,91
TRZCIANOWSKI,91
TVERDOKHLIB,91
UFNOWSKI,91
URYASZ,91
WAGSTYL,91
WELMAN,91
WIDZIEWICZ,91
WIDŹGOWSKI,91
WIELGA,91
WOCIÓR,91
WOJACZYK,91
WOJECH,91
WOJENKOWSKI,91
WOJTUŁA,91
WRZECION,91
WRZECIONOWSKI,91
YAKUBOVSKYI,91
YARMOLIUK,91
YAROSH,91
ZADRÓŻNY,91
ZARĘBCZAN,91
ZEMBSKI,91
ZGODZAJ,91
ZIAJSKI,91
ZIEMACKI,91
ZRĄBKOWSKI,91
ACHCIŃSKI,90
ACHTENBERG,90
ANDERKO,90
ANDERSKI,90
ATAMANCHUK,90
BACHULSKI,90
BAJODEK,90
BAKAN,90
BANC,90
BANET,90
BARŻYKOWSKI,90
BAUĆ,90
BENET,90
BERDA,90
BĘDZIESZAK,90
BIELIAIEV,90
BIERNATEK,90
BIEROŃ,90
BIRUK,90
BIZACKI,90
BLIMEL,90
BOŁDYZER,90
BOŻKIEWICZ,90
BRASZCZOK,90
BRZANK,90
BRZUCHNALSKI,90
BUCYK,90
BUKSZYŃSKI,90
BULISZAK,90
BUZANOWSKI,90
CHAIŃSKI,90
CHANIEWSKI,90
CHOCIAJ,90
CHOCZYŃSKI,90
CHORĄZIAK,90
CHOTOMSKI,90
CIAŁOŃ,90
CIRKA,90
CUDAKIEWICZ,90
CYPRYAŃSKI,90
CYRULSKI,90
CZERNIKARZ,90
CZPAK,90
ĆMIKIEWICZ,90
DADASIEWICZ,90
DALBIAK,90
DANYLCHUK,90
DEMBECKI,90
DOBICKI,90
DOMRZALSKI,90
DRAPIK,90
DUBIELSKI,90
DULUK,90
DURANC,90
DYRA,90
DZIURLEJA,90
EICHHORN,90
EKIEL,90
ENGLISZ,90
FETTER,90
FIGLARSKI,90
FIŁON,90
FLESZER,90
FORIASZ,90
FORTAS,90
FRANCUS,90
FRĄSIAK,90
GAJDZICA,90
GAŁAJDA,90
GAŃCZA,90
GARLAK,90
GAZUR,90
GIERBA,90
GIERLICH,90
GIERMAK,90
GIZELA,90
GOŁĘBIAK,90
GONDA,90
GOŹDZIASZEK,90
GÓRCZANY,90
GRAJDURA,90
GRASZK,90
GROTHA,90
GRYCAJ,90
GURBOWICZ,90
GUROŚ,90
GUZIEJEWSKI,90
GZYLEWSKI,90
HAJDENRAJCH,90
HAMIELEC,90
HARDYN,90
HAWRYLEWICZ,90
HETMANIOK,90
HODOWANY,90
HORBANOWICZ,90
HRYHORCHUK,90
HUBIAK,90
HUKOWSKI,90
HULKO,90
HUSEJKO,90
HYŻAK,90
JAKIMA,90
JAŻDŻEJEWSKI,90
JĘDRUSZEWSKI,90
JOCHACY,90
JONKO,90
KAGANEK,90
KALWARCZYK,90
KANTOWSKI,90
KAPSKI,90
KAPSZEWICZ,90
KARBOWNICZYN,90
KARENDAŁ,90
KASELA,90
KEŃSKI,90
KĘSOŃ,90
KILIJAN,90
KLAFTA,90
KLIMAJ,90
KLUSZCZYK,90
KNOPIŃSKI,90
KOCENT,90
KOLASZYŃSKI,90
KOLMASIAK,90
KOMARNYTSKYI,90
KORNALEWSKI,90
KOŚCICKI,90
KOŹMIC,90
KREPEL,90
KRĘGLEWSKI,90
KROPKA,90
KROWIARZ,90
KRYMER,90
KUCHALSKI,90
KURBANOV,90
KUTKO,90
KUZIN,90
KUŹBICKI,90
KWIATECKI,90
LABIJAK,90
LASKOWICZ,90
LATOSIEWICZ,90
LAWER,90
LECHOSZEST,90
LEONARD,90
LEPCZYK,90
LĘGAS,90
LIHS,90
ŁASZEWICZ,90
ŁUKJANIUK,90
MANIAS,90
MARKIETON,90
MARKULIS,90
MATLAKOWSKI,90
MATLEWSKI,90
MATYJAŚKIEWICZ,90
MIJAŁ,90
MILCUSZEK,90
MIŁECKI,90
MLAŚ,90
MOŚCIPAN,90
MRZEWA,90
MUHAMMAD,90
MUSAEV,90
MYDLARSKI,90
NALEŻNY,90
NEĆ,90
NETZEL,90
NIKIFORUK,90
OGÓR,90
OLEKSZA,90
OLSZANIECKI,90
ORENT,90
OSZKINIS,90
PACHECKI,90
PAPLICKI,90
PASZOWSKI,90
PASZTELAN,90
PATEREWICZ,90
PATERNOGA,90
PĄTKOWSKI,90
PETRYŃSKI,90
PIETRYCH,90
PIETRZNIAK,90
PIŁASIEWICZ,90
PINCZAK,90
PLEŃ,90
POLIWCZAK,90
POMYKOŁ,90
PROKOPIV,90
PRZĄDAK,90
PRZECZEK,90
PSTROKOŃSKI,90
PUNDA,90
PUSZKAREWICZ,90
RADZAJ,90
RAPIEJ,90
RĄBLEWSKI,90
REJMUS,90
ROCZYŃSKI,90
RYLIK,90
RYTKOWSKI,90
RZEPIEL,90
RZESZEWSKI,90
SAGALARA,90
SARLEJA,90
SAWINIEC,90
SAWRON,90
SIEMBOR,90
SIER,90
SINIAWSKI,90
SKORWIDER,90
SKOŚKIEWICZ,90
SMIATACZ,90
SMULIK,90
SNAŻYK,90
SNIHUR,90
SOBULSKI,90
SPASÓWKA,90
STEMPA,90
STOCHLIŃSKI,90
STORONOWICZ,90
STRAHL,90
STRELAU,90
SUDOWSKI,90
SURYGAŁA,90
SUSŁOWICZ,90
SZAŁAJDA,90
SZANDRACH,90
SZLACHTOWSKI,90
SZOŁTUN,90
SZOTROWSKI,90
SZPACZEK,90
SZUMIGRAJ,90
SZYLKA,90
ŚCIWIARSKI,90
ŚLISZ,90
ŚMIEŁOWSKI,90
ŚPITALNIAK,90
ŚRENIAWSKI,90
ŚWIDZIKOWSKI,90
TADYSZAK,90
TAKUŚKI,90
TARNOGRODZKI,90
TAWREL,90
TERECHOWICZ,90
TODRYK,90
TORUŃCZAK,90
TROŚCIAŃCZYK,90
TUBAJA,90
TURŁO,90
TYCHOWSKI,90
UDDIN,90
VASYLIV,90
WATRACZ,90
WAWROSZ,90
WIECHNIAK,90
WIEWIURA,90
WIĘCKOWIAK,90
WILHELMI,90
WILKIEL,90
WILKOWICZ,90
WINOWICZ,90
WLECZYK,90
WŁODOWSKI,90
WNUKOWICZ,90
WOŁCZKO,90
WOSEK,90
WOZIWODA,90
WÓJSIK,90
WROCEŃSKI,90
WYBIEREK,90
WYGNAŁ,90
WYLĘGAŁA,90
WYMIATAŁ,90
YERMAKOV,90
YURKIV,90
YUSUPOV,90
ZELIAŚ,90
ZGRABCZYŃSKI,90
ZIARA,90
ZIEMLEWICZ,90
ŻEMŁO,90
ŻYBORT,90
ŻYWCZOK,90
AFELT,89
ALIBOŻEK,89
ANGULSKI,89
BAKIERZYŃSKI,89
BAŁKOWSKI,89
BANDA,89
BARBASIEWICZ,89
BARK,89
BĄCHOR,89
BENSCH,89
BERING,89
BERTRAND,89
BIJAS,89
BILINSKYI,89
BLAJERSKI,89
BŁAŻKO,89
BOCIARSKI,89
BODYNEK,89
BORCHMANN,89
BORDZOŁ,89
BORYŃSKI,89
BREJTA,89
BUCIK,89
BURCZANIUK,89
BUSKA,89
CHACUŚ,89
CHAMIER GLISZCZYŃSKI,89
CHODA,89
CHOJA,89
CHRUBASIK,89
CHU,89
CIARANEK,89
CIEPAŁOWICZ,89
CIERPIAŁA,89
CUPOK,89
CYLNY,89
CZELIŃSKI,89
DANIŁKIEWICZ,89
DĄBRZALSKI,89
DEFRATYKA,89
DENDERSKI,89
DŁUTKOWSKI,89
DOBOSZYŃSKI,89
DOLISTOWSKI,89
DOMALSKI,89
DOMIERACKI,89
DONOCH,89
DOROCH,89
DRAŻYK,89
DULEK,89
DURNIAT,89
DZIADYKIEWICZ,89
DZIAKOWSKI,89
DZIEDZIOCH,89
DZWOŃCZYK,89
EKONOMIUK,89
FOBKE,89
FORNOL,89
FROM,89
FRYCKOWSKI,89
FRYTA,89
FURSEWICZ,89
GAJDAK,89
GALANTOWICZ,89
GAMUS,89
GARZEŁ,89
GAWINECKI,89
GAZUREK,89
GLICH,89
GŁACZYŃSKI,89
GOŁDY,89
GOŃ,89
GORZELNIAK,89
GRANKOWSKI,89
GREDECKI,89
GREEN,89
GRYGAS,89
GRYGIANIEC,89
GRZESZCZYSZYN,89
GWOZDA,89
HALIŻAK,89
HALUSHKA,89
HAŁABUDA,89
HARDY,89
HEĆKO,89
HEISE,89
HOCZEK,89
HOJNIAK,89
HOLOTA,89
HUKALUK,89
JACYKOWSKI,89
JAGIEŁKO,89
JANNASZ,89
JARONIEK,89
JEWTUCH,89
JUTRZENKA-TRZEBIATOWSKI,89
KACY,89
KADO,89
KAMSKI,89
KANCZKOWSKI,89
KAPŁANIAK,89
KĘSZYCKI,89
KIBAŁA,89
KICEK,89
KIELIBA,89
KIERC,89
KIKTA,89
KIMSA,89
KIWIC,89
KLER,89
KLINGENBERG,89
KMIETOWICZ,89
KNYŻEWSKI,89
KOCHANIK,89
KOCHUTEK,89
KODRZYCKI,89
KOKOSZCZYK,89
KOLOCZEK,89
KONOPCZAK,89
KORMAŃSKI,89
KRAJCZOK,89
KRĄŻAŁA,89
KRIESEL,89
KSOLL,89
KSYT,89
KUDALA,89
KUDERCZAK,89
KULMAN,89
KURCZEK,89
KURIAN,89
KUROSZCZYK,89
KUTRA,89
KWAPULIŃSKI,89
LALKO,89
LECIŃSKI,89
LEGUMINA,89
LESZAK,89
LICHOMSKI,89
LICZBIK,89
ŁĘTKOWSKI,89
ŁUKOJĆ,89
ŁYPIK,89
MACANDER,89
MALICZOWSKI,89
MALINOVSKYI,89
MAŁUSZYŃSKI,89
MANASTERSKI,89
MARDAS,89
MATEJKA,89
MATUJEWICZ,89
MELAŃCZUK,89
MELOCH,89
MĘDZIAK,89
MIKOCIAK,89
MIRKA,89
MURAWIAK,89
MURCZEK,89
NADARZEWSKI,89
NAMIECIŃSKI,89
NAPIWODZKI,89
NARBUTT,89
NIEREBIŃSKI,89
NYZIO,89
OCZEK,89
ODELSKI,89
OPOŃSKI,89
OSTAJEWSKI,89
OSZCZYPAŁA,89
OWSIEJCZUK,89
PALANIS,89
PASIERBOWICZ,89
PASTORCZYK,89
PATYNKO,89
PAWELCZUK,89
PETKOWSKI,89
PETNIAK,89
PIEŚCIKOWSKI,89
PIKUTA,89
PISKUN,89
PIUS,89
PIZIORSKI,89
PLASKATY,89
PODSIADŁOWICZ,89
POLIUKHOVYCH,89
POLOVYI,89
PORWICH,89
POWAŻA,89
PRZESTACKI,89
PRZYKŁOTA,89
PYSZKIEWICZ,89
RABICKI,89
RACIBOR,89
RADOŻYCKI,89
RADZIWOŁEK,89
REZNICHENKO,89
ROMALDOWSKI,89
ROZIK,89
RYCZAN,89
RYŁKA,89
RYŹLAK,89
RZEPISKO,89
SACZEK,89
SADRAK,89
SADRAKUŁA,89
SAJDERA,89
SALEH,89
SAMSONOWSKI,89
SĄDKIEWICZ,89
SEKUTOWSKI,89
SELEROWICZ,89
SEMMLER,89
SIAŚKIEWICZ,89
SIMONIUK,89
SIŃCZUK,89
SKAJEWSKI,89
SŁADKIEWICZ,89
SOBIEPAN,89
SOŁOMIANKO,89
STARSZUK,89
STARYK,89
STOŁEK,89
SUPŁAT,89
SUPRUNOWICZ,89
SYPNIEWICZ,89
SYROTIUK,89
SZCZYRK,89
SZEREWICZ,89
SZEWIOR,89
SZPYTMAN,89
SZWEDKO,89
TABOŁA,89
TADASZAK,89
TAMBOREK,89
TARNOWIECKI,89
TCHORYK,89
TILL,89
TOBOJKA,89
TOKARCHUK,89
TONDYRA,89
TOROŃ,89
TSAP,89
TUMULA,89
UHL,89
UŁANEK,89
WARACHEWICZ,89
WARĘŻAK,89
WASYŁYK,89
WEICHERT,89
WERBEL,89
WĘZKA,89
WICENTY,89
WIELANEK,89
WIELOSZYŃSKI,89
WITUCH,89
WOŁOSZKO,89
WSOLAK,89
WSTAWSKI,89
WURST,89
WYTRĄŻEK,89
YERMOLENKO,89
ZADŁUŻNY,89
ZAPOROWICZ,89
ZASAŃSKI,89
ZASZEWSKI,89
ZEGIEL,89
ZIENTAK,89
ZIMNAL,89
ZYCHORA,89
ŻYGAŁA,89
ADRYAŃCZYK,88
AKUS,88
ALAM,88
AREND,88
AVETISYAN,88
BACHANOWICZ,88
BADOWIEC,88
BAŃCEREK,88
BARTH,88
BARTYŃSKI,88
BEĆ,88
BEDNAR,88
BELIŃSKI,88
BIEGASIEWICZ,88
BIELENINIK,88
BOCHO,88
BODZIARCZYK,88
BORZESZKOWSKI,88
BROCZEK,88
BRODACZ,88
BRODALSKI,88
BRZUSKI,88
BUCZYK,88
BUKARTYK,88
BUŁAS,88
BURATOWSKI,88
BURSZEWSKI,88
BYSTRYK,88
CĘDROWSKI,88
CHARYŁO,88
CHODUKIEWICZ,88
CHOJNIARZ,88
CHOLCHA,88
CHROŚCIELEWSKI,88
CHRUT,88
CHWASTA,88
CIEMINSKI,88
CIEPIEL,88
CIERPISZEWSKI,88
CYLC,88
CZABANOWSKI,88
CZUŁEK,88
DATOŃ,88
DĄDZIK,88
DEINEKA,88
DEMUS,88
DENDEWICZ,88
DENISIEWICZ,88
DOLAŃSKI,88
DROŹDZIAK,88
DUBOVYK,88
DULKOWSKI,88
DUONG,88
DYJECIŃSKI,88
DYLON,88
DYNIAK,88
DYSPUT,88
DZIERŻYK,88
DZIOBIAK,88
EKIELSKI,88
ERFURT,88
FAŁDYGA,88
FECULAK,88
FEDDER,88
FEDIRKO,88
FELER,88
FELKOWSKI,88
FIGIELEK,88
FILC,88
FILIPCZYŃSKI,88
FIMIAK,88
FOLBORSKI,88
FRANCIKOWSKI,88
FRANCISZCZAK,88
FRANCKE,88
FREL,88
GALACKI,88
GALUSIŃSKI,88
GEORGE,88
GIEBUŁTOWSKI,88
GIEŁDOŃ,88
GIESEK,88
GIGLA,88
GIŚ,88
GLUBIAK,88
GŁADUN,88
GOŁEMBKA,88
GOŁEMBSKI,88
GORZOLNIK,88
GÓREWICZ,88
GRACZEWSKI,88
GRZYL,88
HACHAJ,88
HANGIEL,88
HARKABUZ,88
HEJZA,88
HEKIERT,88
HEROMIŃSKI,88
HIRTH,88
HOLOVATYI,88
HUMIŃSKI,88
ICIAK,88
JACHURSKI,88
JAROWSKI,88
JENDRZEJEK,88
JURZYCA,88
KACZORUK,88
KADAMUS,88
KALABIS,88
KARAMUCKI,88
KARASZ,88
KARDASZEWSKI,88
KASTRAU,88
KĄŚ,88
KĄTNIAK,88
KIELISZAK,88
KLASURA,88
KLISZCZAK,88
KŁYSIK,88
KOBOSKO,88
KOCKI,88
KOŁTKO,88
KOSTIUCHENKO,88
KOSTUCHA,88
KOWAŃDY,88
KRUKOWICZ,88
KRZON,88
KRZYŻAGÓRSKI,88
KSIĘŻYC,88
KUBINIEC,88
KUCEMBA,88
KUCZKOWICZ,88
KURYLONEK,88
KUŻDOWICZ,88
LADDACH,88
LATOSI,88
LEBELT,88
LEHR,88
LEMBKE,88
LEOSZ,88
LINDERT,88
LIPNIEWICZ,88
LITWIEJKO,88
LUBOSZ,88
LUKASH,88
LYTOVCHENKO,88
ŁYGOŃSKI,88
MADZIARZ,88
MALICZAK,88
MALOTKA,88
MAŁAJ,88
MAŁOSZYC,88
MANDELA,88
MANUKYAN,88
MARCHELA,88
MASIAKOWSKI,88
MAZAŃSKI,88
MENDROCH,88
MICHACZ,88
MIELESZKIEWICZ,88
MIELIMONKA,88
MISIUKANIS,88
MISZUK,88
MOSKALSKI,88
MUSIELA,88
MYSZAKOWSKI,88
NIECHCIELSKI,88
NIERYCHŁY,88
NIEŚPIAŁ,88
NOGAŃSKI,88
ODOWSKI,88
OPŁATKOWSKI,88
OPOLONY,88
ORZEL,88
OZDOBIŃSKI,88
OZIEMCZUK,88
OZIMSKI,88
PACHOLEWICZ,88
PACOŃ,88
PADURSKI,88
PAETZ,88
PAJKO,88
PARCHAN,88
PARNIEWICZ,88
PAUDYNA,88
PCHEŁKA,88
PERENDYK,88
PESTKOWSKI,88
PETKIEWICZ,88
PĘGOWSKI,88
PICUR,88
PIECZORA,88
PISZCZOROWICZ,88
POBEREZHNYI,88
POKOJOWY,88
POPLEWSKI,88
POROŚ,88
POTER,88
PRYSTASZ,88
PRZEKORA,88
PRZYJAZNY,88
PUDZISZ,88
PUZOWSKI,88
PYCHA,88
RABKA,88
RADCHUK,88
RADZIWONIUK,88
RAKOCY,88
REDUCH,88
REUTER,88
RODŹ,88
ROGA,88
ROMAŃCZAK,88
ROMKOWSKI,88
RONDOŚ,88
RYDZIO,88
RYMEK,88
RYMUSZKA,88
RZEMIENIUK,88
RZEMPOWSKI,88
RZEŃCA,88
SABATOWICZ,88
SAFONOV,88
SAŁAK,88
SANECZNIK,88
SANIAK,88
SAŃPRUCH,88
SAWLEWICZ,88
SEMPER,88
SIARNECKI,88
SIŁUSZYK,88
SIRYI,88
SKRABSKI,88
SKRZELOWSKI,88
SŁUPIKOWSKI,88
SMOGULECKI,88
SNEKA,88
SOROKOSZ,88
STANOSEK,88
STASIECKI,88
STAWNICZY,88
STELMASIEWICZ,88
STOBA,88
STOJAŁOWSKI,88
STRZEGOWSKI,88
STUBA,88
SULIMIERSKI,88
SWACZYŃSKI,88
SYNIEC,88
SZEWIOŁA,88
SZKATULNIK,88
SZLUBOWSKI,88
SZTAJERWALD,88
SZUDARSKI,88
SZUMARSKI,88
SZUMEŁDA,88
ŚCISEŁ,88
ŚWIEŻYŃSKI,88
TAŹBIERSKI,88
TELATYŃSKI,88
TESZKA,88
TŁUCZKIEWICZ,88
TOBIASIEWICZ,88
TRESZCZYŃSKI,88
TROKHYMCHUK,88
TRUDZIK,88
TRYKSZA,88
TUWALSKI,88
TWERD,88
TWORKO,88
TYMURA,88
TYPROWICZ,88
ULMA,88
URYNIUK,88
VDOVYCHENKO,88
WACHULSKI,88
WALESZCZAK,88
WALUSZKO,88
WASILEW,88
WASYLCZUK,88
WAWRUSZAK,88
WERNIO,88
WESOŁOWICZ,88
WĘDZEL,88
WIELESIK,88
WISZENKO,88
WŁOSZCZAK,88
WOJCIESZYK,88
WOJTALUK,88
WOJTUSZKIEWICZ,88
WOLARCZYK,88
WYCIECHOWSKI,88
WYCIŚLAK,88
WYNIMKO,88
WYREMBLEWSKI,88
WYSZATYCKI,88
WYWIGACZ,88
ZAKLIKIEWICZ,88
ZALEVSKYI,88
ZAMOJCIN,88
ZASEMPA,88
ZBIERZAK,88
ZDANKOWSKI,88
ZDZIARSTEK,88
ZEBRZOWSKI,88
ZELLNER,88
ZHDANOV,88
ZIELANT,88
ZIMOLONG,88
ZINKEL,88
ZIOMBER,88
ZYKUBEK,88
ŻDAN,88
ŻĘGOTA,88
ŻOŁĘDŹ,88
ALF,87
ARCICHOWSKI,87
BAJSZTOK,87
BALIUK,87
BANASZCZUK,87
BARCISZEWSKI,87
BERDZIŃSKI,87
BEZKOROVAINYI,87
BEZKOROWAJNY,87
BĘDZIECHOWSKI,87
BIENIO,87
BIŁGORAJSKI,87
BINIASZEWSKI,87
BISZKO,87
BITKOWSKI,87
BŁYSZCZ,87
BOBORYKO,87
BOJARZYŃSKI,87
BOTKO,87
BRONIK,87
BRUC,87
BRUST,87
BUBIEŃCZYK,87
BUKŁAHO,87
BULEWICZ,87
BUŃKA,87
CELNY,87
CEPIGA,87
CHAJNOWSKI,87
CHMUR,87
CHODYŁA,87
CHODZIUTKO,87
CHOMAŃSKI,87
CHRZCZON,87
CICHULSKI,87
CIEĆWIERSKI,87
CIENIAWA,87
CIEŚLAKIEWICZ,87
CYMERKIEWICZ,87
CZYCZERSKI,87
DALESZAK,87
DASZKE,87
DEMIDZIUK,87
DERACH,87
DERBOT,87
DEWICKI,87
DOBROCH,87
DOBROŃSKI,87
DOBRSKI,87
DOBRZYNIAK,87
DOKOWICZ,87
DOMIDER,87
DONDZIŁO,87
DONIEK,87
DOWHAŃ,87
DRAJEWICZ,87
DRZASTWA,87
DUBROWNIK,87
DUŁA,87
DWORNICZEK,87
DYKSY,87
DZIĄĆKO,87
DZIODZIO,87
DŻUS,87
ELUSZKIEWICZ,87
FABCZAK,87
FANDRYCH,87
FEDUS,87
FERĘC,87
FIDEREK,87
FIEDUREK,87
FILABER,87
FORREITER,87
FULAR,87
GAJDECZKA,87
GANDYK,87
GARDYAN,87
GIEDA,87
GIELAR,87
GIEREMEK,87
GLAJCAR,87
GLEB,87
GŁODO,87
GŁODZIŃSKI,87
GODNIAK,87
GONISZEWSKI,87
GORZĄDEK,87
GÓLSKI,87
GÓRTATOWSKI,87
GRADZI,87
GRAMACKI,87
GRĘDECKI,87
GRUCKI,87
GRUNERT,87
GRZĄŚ,87
GRZYBAŁA,87
GUDER,87
GULCZEWSKI,87
HASEK,87
HEISIG,87
HENNEK,87
HENSCHEL,87
HILIŃSKI,87
HORBIŃSKI,87
HUNDT,87
HUSSEIN,87
JACOLIK,87
JAINTA,87
JANASZEWSKI,87
JANICZ,87
JANUSZANIS,87
JASIACZYK,87
JASIEŃSKI,87
JĘDRASZEWSKI,87
JODZIS,87
JOHANSSON,87
JOWSA,87
JÓZKOWICZ,87
JURYNIEC,87
JUSIEWICZ,87
KAJTANIAK,87
KAPŁONEK,87
KASZCZYK,87
KASZUWARA,87
KAWERSKI,87
KAŹNICA,87
KICZUK,87
KIECKO,87
KIEDRZYNEK,87
KIEK,87
KIELAS,87
KISZ,87
KLAUZ,87
KLEKOCKI,87
KLEMKE,87
KLING,87
KLINIKOWSKI,87
KNOSAŁA,87
KOBROŃ,87
KOLENDER,87
KOŁOSZKO,87
KOMARSKI,87
KOMASARA,87
KONASZCZUK,87
KORDUŁA,87
KORWIN,87
KOSOK,87
KOSZARA,87
KOŚCIAŃCZUK,87
KOTLIAR,87
KOTNIEWICZ,87
KOWALKO,87
KOŻAN,87
KRACIŃSKI,87
KRALEWSKI,87
KRAWACKI,87
KRAWCZONEK,87
KRAWULSKI,87
KRĘCIDŁO,87
KROCZEWSKI,87
KUCHARZYSZYN,87
KUKUŁ,87
KUPREL,87
KURSTAK,87
KYRYCHUK,87
LABUSGA,87
LEMPKA,87
LESTER,87
MACKOJĆ,87
MAKOVETSKYI,87
MAŁAŃCZUK,87
MAMCZAREK,87
MARCIOCHA,87
MARJANOWSKI,87
MARNIK,87
MARYNIUK,87
MATYSKIEL,87
MAZOŃ,87
MECHUŁA,87
MELNYCZUK,87
MENDLA,87
MERKLINGER,87
MILCZARZ,87
MILISZKIEWICZ,87
MISZKER,87
MOLESZTAK,87
MORZYWOŁEK,87
MOŹDZIERSKI,87
MUSIAŁCZYK,87
NAGÓRZAŃSKI,87
NASIŃSKI,87
NEUFELD,87
NIESTRAWSKI,87
NIEWADA,87
OBRĄCZKA,87
ODALSKI,87
OKRĘT,87
OLENKOWICZ,87
OLKUŚNIK,87
OLSIŃSKI,87
OŁÓWKA,87
ONICHIMOWSKI,87
OPASZOWSKI,87
OPORA,87
OWARZANY,87
PALIKOWSKI,87
PANTKOWSKI,87
PAWŁOŚ,87
PĘDZIWILK,87
PIEĆKO,87
PIEGZIK,87
PIESZYŃSKI,87
PIETRACZYK,87
PIETRYCKI,87
PIJAR,87
PLESZKUN,87
PLEWNIOK,87
POGUDZ,87
POLASZ,87
POLITEWICZ,87
POLITYŁO,87
PORZAK,87
POSTAREMCZAK,87
POSTURZYŃSKI,87
PRZEŚLAK,87
PRZYSTUP,87
PSTRZOCH,87
PUCZKARSKI,87
PUŚCION,87
RACHWALAK,87
RAMOCKI,87
RĘKIEWICZ,87
RUSICKI,87
RYSZTAK,87
RYTERSKI,87
SADYŚ,87
SCHIFFER,87
SELONKA,87
SHCHERBA,87
SHI,87
SIKUT,87
SITNIEWSKI,87
SKICA,87
SKORYK,87
SKRĘTNY,87
SKWORZEC,87
SMAGUR,87
SMARŻ,87
SMETANA,87
STACHAŃSKI,87
STANIÓW,87
STELMASHCHUK,87
SULMIŃSKI,87
SYLWESTRZUK,87
SZANDAR,87
SZCZĘBARA,87
SZCZYPEL,87
SZELESTOWSKI,87
SZMAGARA,87
SZPANOWSKI,87
SZTAJNER,87
SZTYBOR,87
SZWEDZKI,87
SZYMCZYNA,87
ŚMIETANKO,87
ŚWIECIAK,87
TABACZYK,87
TABOŁ,87
TARADYŚ,87
TARAJKO,87
TEKIELSKI,87
TEMPIŃSKI,87
TERESZCZAK,87
TULWIN,87
TUNK,87
TYLISZ,87
UJEK,87
UNGEHEUER,87
URMAŃSKI,87
USZYCKI,87
VASILIEV,87
WADZIŃSKI,87
WALANKIEWICZ,87
WANKOWSKI,87
WANSEL,87
WAPNIEWSKI,87
WASIUCIONEK,87
WASYLKÓW,87
WAWRZENIEC,87
WERENC,87
WERTELECKI,87
WIEŃSKI,87
WIEŻEL,87
WILECZEK,87
WILIMCZYK,87
WILLMA,87
WIRKIJOWSKI,87
WOLTMAN,87
WRZODEK,87
YABLONSKYI,87
ZAJDLIC,87
ZASTĘPA,87
ZBAŃSKI,87
ZBOŻEŃ,87
ZBROJKIEWICZ,87
ZIELONACKI,87
ZIENTALAK,87
ZIĘBKA,87
ZUBAL,87
ZUBENKO,87
ZUBKA,87
ZUŻEWICZ,87
ZYGMONT,87
ŻRAŁKA,87
ŻUKIEL,87
ŻYRO,87
AKSONOV,86
AMBROŻUK,86
ANKUTOWICZ,86
ARCHICIŃSKI,86
BAJDO,86
BAJDOR,86
BANDOCH,86
BAREJKA,86
BEŁDYGA,86
BEMBENISTA,86
BERNHARD,86
BEVZ,86
BIEDERMANN,86
BIEŁAGA,86
BIŃ,86
BONIEC,86
BORYSIONEK,86
BRASZKO,86
BRZUSZCZYŃSKI,86
BUHAIOV,86
BUŃDA,86
BURDUN,86
BURDZANOWSKI,86
BUROŃ,86
BYZIA,86
CEMBROWICZ,86
CHAŁAJ,86
CHMIOŁA,86
CHOIM,86
CHORZEMPA,86
CHRÓSTOWSKI,86
CHRZEŚCIJANEK,86
CHYRCHEL,86
CIANCIARA,86
CIOZDA,86
CYTAWA,86
CZAPRAN,86
CZARNOBAJ,86
CZEMPLIK,86
CZERNIACHOWSKI,86
CZYJT,86
DARABASZ,86
DERESZOWSKI,86
DĘBOGÓRSKI,86
DOBROŁĘCKI,86
DOWGIELEWICZ,86
DRĄŻKOWIAK,86
DYWICKI,86
DZIUPIŃSKI,86
DŹWIGOŃ,86
EMANOWICZ,86
FAROŃ,86
FEIST,86
FIODOR,86
FURDZIK,86
FURMAŃCZAK,86
FUTRO,86
GALAK,86
GALER,86
GANIA,86
GARAS,86
GAWRYLAK,86
GĄSŁAWSKI,86
GDECZYK,86
GEBERT,86
GERGONT,86
GIEDROWICZ,86
GŁADYSIEWICZ,86
GOCYK,86
GORCZAKOWSKI,86
GORZOCH,86
GÓRKOWY,86
GRAPA,86
GRELICH,86
GROBYS,86
GULAREK,86
HACIUK,86
HAŁUB,86
HANKA,86
HAUSMANN,86
HERDZIN,86
HODÓR,86
HORSKI,86
HUKIEWICZ,86
HYBNER,86
JAMROWSKI,86
JANECKO,86
JANISIAK,86
JAŃTA,86
JEDYNASTY,86
JOBS,86
KACZEREWSKI,86
